MIASTO,KOD_POCZTOWY,ULICA,NR_BUDYNKU
Lodz,90-046,Wodna,96
Lodz,90-263,Wschodnia,80
Lodz,90-266,Wschodnia,128
Lodz,90-267,Wschodnia,4
Lodz,90-271,Wschodnia,194
Lodz,90-272,Wschodnia,165
Lodz,90-023,Wysoka,40
Lodz,90-036,Wysoka,243
Lodz,90-037,Wysoka,108
Lodz,90-515,Wolczanska,82
Lodz,90-516,Wolczanska,9
Lodz,90-521,Wolczanska,167
Lodz,90-522,Wolczanska,14
Lodz,90-525,Wolczanska,130
Lodz,90-527,Wolczanska,30
Lodz,90-530,Wolczanska,221
Lodz,90-531,Wolczanska,191
Lodz,90-607,Wolczanska,166
Lodz,90-608,Wolczanska,141
Lodz,90-720,Wolczanska,195
Lodz,90-731,Wolczanska,105
Lodz,90-732,Wolczanska,74
Lodz,90-126,Weglowa,109
Lodz,90-211,Wlokiennicza,10
Lodz,90-260,Wlokiennicza,236
Lodz,90-263,Wlokiennicza,46
Lodz,90-271,Wlokiennicza,235
Lodz,90-402,Zachodnia,29
Lodz,90-403,Zachodnia,50
Lodz,90-723,Zachodnia,92
Lodz,90-725,Zachodnia,21
Lodz,90-228,Zacisze,128
Lodz,90-431,Zamenhofa Ludwika,156
Lodz,90-510,Zamenhofa Ludwika,143
Lodz,90-511,Zamenhofa Ludwika,212
Lodz,90-517,Zamenhofa Ludwika,148
Lodz,90-520,Zamenhofa Ludwika,29
Lodz,90-547,Zamenhofa Ludwika,125
Lodz,90-147,Zelwerowicza Aleksandra,13
Lodz,90-148,Zelwerowicza Aleksandra,66
Lodz,90-414,Zielona,149
Lodz,90-601,Zielona,202
Lodz,90-602,Zielona,93
Lodz,90-604,Zielona,56
Lodz,90-624,Zielona,33
Lodz,90-635,Zielona,169
Lodz,90-743,Zielona,172
Lodz,90-750,Zielona,205
Lodz,90-759,Zielona,170
Lodz,90-760,Zielona,228
Lodz,90-765,Zielona,168
Lodz,90-023,Zlota,23
Lodz,90-001,Poczta Lodz 001 Tuwima 38,147
Lodz,90-005,Poczta Lodz 049 Piotrkowska 104,6
Lodz,90-054,Poczta Lodz 073 Al. Pilsudskiego 8,172
Lodz,90-110,Poczta Lodz 017 Moniuszki Stanislawa 4,250
Lodz,90-124,Poczta Lodz 003 Polskiej Organizacji Wojskowej 36/38,134
Lodz,90-140,Poczta Lodz 031 Narutowicza 91 A,10
Lodz,90-210,Poczta Lodz 057 Kilinskiego 10 A,157
Lodz,90-234,Poczta Lodz 030 Pomorska 113,175
Lodz,90-250,Poczta Lodz 032 Pl. Dabrowskiego 5,154
Lodz,90-351,Poczta Filia UP Lodz 001 Ksiezy Mlyn 1,217
Lodz,90-407,Poczta Lodz 008 Piotrkowska 17,195
Lodz,90-421,Poczta Lodz 004 Al. Kosciuszki 5/7,210
Lodz,90-435,Poczta Lodz 036 Zamenhofa 5,163
Lodz,90-449,Poczta Lodz 021 Zwirki 1 B,125
Lodz,90-526,Poczta Lodz 005 Wolczanska 149,14
Lodz,90-603,Poczta Lodz 047 Zielona 33,39
Lodz,90-704,Poczta Lodz 029 Legionow 54,183
Lodz,90-754,Poczta Lodz 039 Zeligowskiego 22,74
Lodz,90-900,Poczta Lodz 002 Al. Wlokniarzy 227,233
Lodz,90-920,Instytucja PKO BP I Oddzial Miejski Al. Kosciuszki 15,84
Lodz,90-921,Instytucja Sad Okregowy w Lodzi Pl. Dabrowskiego 5,147
Lodz,90-924,Instytucja Politechnika Lodzka Zeromskiego 116,22
Lodz,90-926,Instytucja Urzad Miasta Lodzi Piotrkowska 104,222
Lodz,90-928,Instytucja Sad Rejonowy w Lodzi Al. Kosciuszki 107/109,204
Lodz,90-930,Instytucja ZUS oddzial Lodz Zamenhoffa 62,248
Lodz,90-940,Instytucja Dyrekcja Okregu Poczty w Lodzi Al. Kosciuszki 5/7,193
Lodz,90-948,Instytucja Zaklad Uslug Technicznych Tuwima 38,142
Lodz,90-950,Skrytki Pocztowe Poczta Lodz 001 Tuwima 38,181
Lodz,90-951,Skrytki Pocztowe Poczta Lodz 044 Ossowskiego 2,129
Lodz,90-952,Skrytki Pocztowe Poczta Lodz 017 Moniuszki Stanislawa 4,174
Lodz,90-953,Skrytki Pocztowe Poczta Lodz 038 Snycerska 1,5
Lodz,90-954,Skrytki Pocztowe Poczta Lodz 004 Al. Kosciuszki 5/7,36
Lodz,90-955,Skrytki Pocztowe Poczta Lodz 008 Piotrkowska 17,230
Lodz,90-957,Skrytki Pocztowe Poczta Lodz 016 Limanowskiego 115,124
Lodz,90-959,Skrytki Pocztowe Poczta Lodz 040 Al. Wlokniarzy 227,132
Lodz,90-960,Skrytki Pocztowe Poczta Lodz 011 Zgierska 2,203
Lodz,90-961,Skrytki Pocztowe Poczta Lodz 052 Plantowa 1 A,124
Lodz,90-962,Skrytki Pocztowe Poczta Lodz 088 Syrenki 23,239
Lodz,90-963,Skrytki Pocztowe Poczta Lodz 053 Gdynska 38,233
Lodz,90-964,Skrytki Pocztowe Poczta Lodz 009 Wspolna 8,175
Lodz,90-965,Skrytki Pocztowe Poczta Lodz 036 Zamenhofa 5,72
Lodz,90-966,Skrytki Pocztowe Poczta Lodz 059 Limanowskiego 196 A,97
Lodz,90-967,Skrytki Pocztowe Poczta Lodz 082 Niemojewskiego Andrzeja 25,183
Lodz,90-968,Skrytki Pocztowe Poczta Lodz 037 Organizacji WiN 52,10
Lodz,90-969,Skrytki Pocztowe Poczta Lodz 087 Jeziorna 40a,91
Lodz,90-970,Skrytki Pocztowe Poczta Lodz 022 Skalna 3,68
Lodz,90-971,Skrytki Pocztowe Poczta Lodz 078 Puszkina 10,176
Lodz,90-972,Skrytki Pocztowe Poczta Lodz 006 Gleboka 4/12,94
Lodz,90-973,Skrytki Pocztowe Poczta Lodz 039 Zeligowskiego 22,1
Lodz,90-974,Skrytki Pocztowe Poczta Lodz 014 Zakladowa 50,142
Lodz,90-975,Skrytki Pocztowe Poczta Lodz 079 Gorkiego 63,158
Lodz,90-976,Skrytki Pocztowe Poczta Lodz 015 Rokicinska 428,128
Lodz,90-977,Skrytki Pocztowe Poczta Lodz 035 Rynek Nowosolna 2,81
Lodz,90-978,Skrytki Pocztowe Poczta Lodz 027 Macka z Bogdanca 16 a,213
Lodz,90-980,Skrytki Pocztowe Poczta Lodz 007 Piotrkowska 311/313,217
Lodz,90-981,Skrytki Pocztowe Poczta Lodz 043 Al. Politechniki 37,98
Lodz,90-982,Skrytki Pocztowe Poczta Lodz 058 Dabrowskiego 91,11
Lodz,90-983,Skrytki Pocztowe Poczta Lodz 084 Choralna 2,227
Lodz,90-984,Skrytki Pocztowe Poczta Lodz 012 Ujscie 4,30
Lodz,90-985,Skrytki Pocztowe Poczta Lodz 042 Mochnackiego 1/3,95
Lodz,90-986,Skrytki Pocztowe Poczta Lodz 064 Rydzowa 14,179
Lodz,90-987,Skrytki Pocztowe Poczta Lodz 025 Boya Zelenskiego 12,179
Lodz,90-988,Skrytki Pocztowe Poczta Lodz 045 Al. Politechniki 3/5,156
Lodz,90-989,Skrytki Pocztowe Poczta Lodz 068 Tetmajera 2/12,246
Lodz,90-990,Skrytki Pocztowe Poczta Lodz 010 Al. Kardynala Wyszynskiego 61,248
Lodz,90-991,Skrytki Pocztowe Poczta Lodz 071 Armii Krajowej 32 A,195
Lodz,90-992,Skrytki Pocztowe Poczta Lodz 028 Jeczmienna 22,38
Lodz,90-993,Skrytki Pocztowe Poczta Lodz 041 Przelajowa 14,31
Lodz,90-554,Lakowa,87
Lodz,90-562,Lakowa,120
Lodz,90-563,Lakowa,147
Lodz,90-457,Swietego Stanislawa Kostki,207
Lodz,90-332,Zelazna,203
Lodz,90-643,Zeligowskiego Lucjana,52
Lodz,90-644,Zeligowskiego Lucjana,176
Lodz,90-752,Zeligowskiego Lucjana,246
Lodz,90-753,Zeligowskiego Lucjana,244
Lodz,90-502,Zeromskiego Stefana,24
Lodz,90-542,Zeromskiego Stefana,47
Lodz,90-543,Zeromskiego Stefana,218
Lodz,90-549,Zeromskiego Stefana,150
Lodz,90-550,Zeromskiego Stefana,196
Lodz,90-624,Zeromskiego Stefana,204
Lodz,90-625,Zeromskiego Stefana,183
Lodz,90-626,Zeromskiego Stefana,126
Lodz,90-710,Zeromskiego Stefana,131
Lodz,90-711,Zeromskiego Stefana,1
Lodz,90-736,Zeromskiego Stefana,43
Lodz,90-737,Zeromskiego Stefana,56
Lodz,90-448,Zwirki Franciszka,139
Lodz,90-450,Zwirki Franciszka,128
Lodz,90-451,Zwirki Franciszka,3
Lodz,90-528,Zwirki Franciszka,106
Lodz,90-539,Zwirki Franciszka,123
Lodz,91-370,11 Listopada,226
Lodz,91-371,11 Listopada,185
Lodz,91-372,11 Listopada,95
Lodz,91-373,11 Listopada,42
Lodz,91-857,Admiralska,229
Lodz,91-305,Adwokacka,37
Lodz,91-360,Agatowa,80
Lodz,91-365,Agrestowa,103
Lodz,91-357,Ajnenkiela Eugeniusza,3
Lodz,91-473,Akacjowa,122
Lodz,91-502,Akademicka,168
Lodz,91-531,Aksamitna,247
Lodz,91-227,Akwarelowa,78
Lodz,91-134,Al. Brynickiej Salomei,233
Lodz,91-718,Al. Chryzantem,218
Lodz,91-144,Al. Harcerzy Zatorowcow,72
Lodz,91-836,Al. I Dywizji,60
Lodz,91-104,Al. Majora Klity Wincentego,245
Lodz,91-134,Al. Odrowaza Jozefa,142
Lodz,91-140,Al. Ojca Wszedyrownego Jana,131
Lodz,91-140,Al. Ojcow Pasjonistow,106
Lodz,91-402,Al. Palki Grzegorza,96
Lodz,91-725,Al. Palki Grzegorza,200
Lodz,91-737,Al. Palki Grzegorza nr 2,216
Lodz,91-859,Al. Pamieci Ofiar Litzmannstadt Getto,78
Lodz,91-129,Al. Podborskiej Joasi,106
Lodz,91-498,Al. Przytulna,227
Lodz,91-498,Al. Romantyczna,46
Lodz,91-488,Al. Roz,40
Lodz,91-497,Al. Sikorskiego Wladyslawa,220
Lodz,91-158,Al. Urody Zycia,90
Lodz,91-498,Al. Usmiechu,120
Lodz,91-351,Al. Wlokniarzy 38,196
Lodz,91-348,Al. Wlokniarzy 50,71
Lodz,91-034,Al. Wlokniarzy,91
Lodz,91-073,Al. Wlokniarzy,80
Lodz,91-089,Al. Wlokniarzy,45
Lodz,91-498,Al. Zakochanych,20
Lodz,91-157,Al. Ziem Zachodnich,225
Lodz,91-120,Aleksandrowska,155
Lodz,91-151,Aleksandrowska,240
Lodz,91-155,Aleksandrowska,124
Lodz,91-201,Aleksandrowska,78
Lodz,91-205,Aleksandrowska,32
Lodz,91-224,Aleksandrowska,168
Lodz,91-229,Aleksandrowska,205
Lodz,91-360,Amazonitowa,48
Lodz,91-604,Ametystowa,101
Lodz,91-409,Anstadta Karola,151
Lodz,91-521,Antyczna,94
Lodz,91-358,Anyzowa,129
Lodz,91-227,Arktyczna,130
Lodz,91-496,Aroniowa,137
Lodz,91-072,Artyleryjska,118
Lodz,91-857,Astrow,115
Lodz,91-082,Augustyniaka Jana,219
Lodz,91-614,Babiego Lata,175
Lodz,91-170,Baczynskiego Krzysztofa Kamila,93
Lodz,91-498,Balladyny,192
Lodz,91-526,Balsamowa,213
Lodz,91-502,Barbary,22
Lodz,91-084,Bardowskiego Piotra,94
Lodz,91-520,Barokowa,234
Lodz,91-178,Bartkiewicza Zygmunta,84
Lodz,91-053,Bazarowa,188
Lodz,91-445,Balucki Rynek,24
Lodz,91-449,Balucki Rynek,82
Lodz,91-504,Bazancia,126
Lodz,91-180,Belgijska,150
Lodz,91-831,Berlinskiego Hersza,128
Lodz,91-360,Berylowa,176
Lodz,91-610,Beskidzka,56
Lodz,91-611,Beskidzka,59
Lodz,91-612,Beskidzka,173
Lodz,91-046,Biala,39
Lodz,91-179,Bialych Roz,154
Lodz,91-358,Biedronkowa,81
Lodz,91-104,Bielicowa,1
Lodz,91-536,Bittdorfa Anastazego,69
Lodz,91-470,Blacharska,32
Lodz,91-227,Bliska,242
Lodz,91-858,Bluszczowa,58
Lodz,91-519,Bociania,69
Lodz,91-431,Bojownikow Getta Warszawskiego,72
Lodz,91-438,Bojownikow Getta Warszawskiego,1
Lodz,91-360,Boksytowa,169
Lodz,91-464,Boleslawa Chrobrego,89
Lodz,91-529,Boruty,96
Lodz,91-120,Boryny Macieja,245
Lodz,91-496,Borowkowa,159
Lodz,91-480,Botaniczna,240
Lodz,91-704,Boya Zelenskiego Tadeusza,68
Lodz,91-747,Boya Zelenskiego Tadeusza,137
Lodz,91-761,Boya Zelenskiego Tadeusza,23
Lodz,91-703,Bracka,31
Lodz,91-709,Bracka,41
Lodz,91-717,Bracka,96
Lodz,91-764,Bracka,202
Lodz,91-745,Brauna Mieczyslawa,85
Lodz,91-849,Brudzinskiego Jozefa,87
Lodz,91-341,Brukowa,15
Lodz,91-183,Brukselska,68
Lodz,91-232,Bruzdowa,191
Lodz,91-495,Brzegowa,166
Lodz,91-739,Brzeska,39
Lodz,91-365,Brzoskwiniowa,199
Lodz,91-610,Budy,118
Lodz,91-481,Bukowa,18
Lodz,91-531,Bursztynowa,48
Lodz,91-036,Bydgoska,3
Lodz,91-156,Bylinowa,193
Lodz,91-728,Bystrzycka,225
Lodz,91-480,Bzowa,34
Lodz,91-527,Bzury,139
Lodz,91-867,Cala,55
Lodz,91-488,Cedrowa,250
Lodz,91-129,Cedry Krzysztofa,205
Lodz,91-449,Ceglana,86
Lodz,91-859,Cementowa,185
Lodz,91-502,Centralna,206
Lodz,91-503,Centralna,46
Lodz,91-601,Centralna,191
Lodz,91-202,Cepowa,222
Lodz,91-480,Chabrowa,243
Lodz,91-168,Chemiczna,91
Lodz,91-221,Chlebowa,74
Lodz,91-230,Chochola,10
Lodz,91-458,Chopina Fryderyka,26
Lodz,91-470,Chopina Fryderyka,107
Lodz,91-527,Chromowa,42
Lodz,91-432,Chlodna,195
Lodz,91-202,Chlopska,5
Lodz,91-189,Ciechowskiego Grzegorza,250
Lodz,91-050,Ciemna,219
Lodz,91-088,Ciepla,214
Lodz,91-308,Ciesielska,141
Lodz,91-473,Cisowa,36
Lodz,91-068,Cmentarna,244
Lodz,91-603,Cynowa,119
Lodz,91-365,Cyprysowa,140
Lodz,91-605,Cyrkonii,46
Lodz,91-866,Cytrynowa,229
Lodz,91-511,Czapli,174
Lodz,91-306,Czarna,177
Lodz,91-844,Czarnieckiego Stefana,224
Lodz,91-013,Czarnkowska,241
Lodz,91-493,Czarnoleska,88
Lodz,91-180,Czcibora,174
Lodz,91-866,Czeremchy,219
Lodz,91-738,Czeremoska,69
Lodz,91-357,Czeresniowa,190
Lodz,91-179,Czerwonych Makow,149
Lodz,91-858,Czysta,84
Lodz,91-864,Daliowa,13
Lodz,91-858,Deczynskiego Kazimierza,66
Lodz,91-867,Deczynskiego Kazimierza,87
Lodz,91-849,Dekerta Jana,76
Lodz,91-110,Denhoff Czarnockiego Waclawa,173
Lodz,91-357,Dereniowa,172
Lodz,91-529,Diamentowa,219
Lodz,91-404,Dniestrzanska,216
Lodz,91-503,Dojazdowa,26
Lodz,91-473,Doktora Bieganskiego Wladyslawa,144
Lodz,91-474,Doktora Bieganskiego Wladyslawa,164
Lodz,91-475,Doktora Bieganskiego Wladyslawa,216
Lodz,91-481,Doktora Bieganskiego Wladyslawa,53
Lodz,91-849,Doktora Jonschera Karola,226
Lodz,91-849,Doktora Kaufmana Mieczyslawa,3
Lodz,91-849,Doktora Kolinskiego Jozefa,178
Lodz,91-474,Doktora Trenknera Henryka,33
Lodz,91-475,Doktora Trenknera Henryka,120
Lodz,91-455,Dolna,136
Lodz,91-463,Dolna,162
Lodz,91-531,Dolomitowa,72
Lodz,91-727,Doly,175
Lodz,91-002,Drewnowska,132
Lodz,91-008,Drewnowska,216
Lodz,91-085,Drewnowska,75
Lodz,91-171,Drozdowa,121
Lodz,91-311,Drukarska,48
Lodz,91-728,Drwecka,32
Lodz,91-204,Dunska,71
Lodz,91-210,Dunska,55
Lodz,91-736,Dwernickiego Jozefa,247
Lodz,91-605,Dworzaczka Jozefa,90
Lodz,91-340,Dworzec PKP Zabieniec,34
Lodz,91-433,Dworzec PKS Lodz Polnoc,175
Lodz,91-519,Dzialka Stanislawa,48
Lodz,91-514,Dzialkowa,30
Lodz,91-866,Dziewanny,168
Lodz,91-459,Dzika,165
Lodz,91-076,Dlugosza Jana,232
Lodz,91-079,Dlugosza Jana,160
Lodz,91-083,Dlugosza Jana,244
Lodz,91-088,Dlugosza Jana,134
Lodz,91-613,Ekologiczna,143
Lodz,91-502,Eterowa,185
Lodz,91-210,Fasolowa,210
Lodz,91-601,Fiolkowa,8
Lodz,91-168,Fizyczna,106
Lodz,91-180,Flamandzka,142
Lodz,91-180,Flandryjska,212
Lodz,91-450,Flisacka,132
Lodz,91-010,Florianska,7
Lodz,91-186,Fogga Mieczyslawa,193
Lodz,91-481,Folwarczna,89
Lodz,91-487,Folwarczna,160
Lodz,91-431,Franciszkanska,186
Lodz,91-433,Franciszkanska,239
Lodz,91-441,Franciszkanska,26
Lodz,91-815,Franciszkanska,13
Lodz,91-825,Franciszkanska,104
Lodz,91-837,Franciszkanska,172
Lodz,91-838,Franciszkanska,175
Lodz,91-845,Franciszkanska,124
Lodz,91-852,Franciszkanska,168
Lodz,91-857,Franciszkanska,87
Lodz,91-336,Fredry Aleksandra,145
Lodz,91-522,Gadomskiego Jana,162
Lodz,91-504,Gajowa,193
Lodz,91-012,Gandhiego Mahatmy,183
Lodz,91-015,Gandhiego Mahatmy,36
Lodz,91-076,Gazowa,240
Lodz,91-066,Gdanska,187
Lodz,91-349,Gdynska,119
Lodz,91-219,"Generala Augusta Emila Fieldorfa ""Nila""",69
Lodz,91-492,Generala Bema Jozefa,127
Lodz,91-493,Generala Jasinskiego Jakuba,137
Lodz,91-493,Generala Kleeberga Franciszka,16
Lodz,91-485,Generala Sowinskiego Jozefa,158
Lodz,91-167,Geodezyjna,155
Lodz,91-849,Gibalskiego Edwarda,29
Lodz,91-360,Gipsowa,145
Lodz,91-232,Glebowa,249
Lodz,91-336,Gliniana,155
Lodz,91-046,Gnieznienska,46
Lodz,91-048,Gnieznienska,182
Lodz,91-493,Gontyny,187
Lodz,91-463,Goplanska,208
Lodz,91-030,Gorzowska,163
Lodz,91-520,Gotycka,200
Lodz,91-135,Grabieniec,89
Lodz,91-140,Grabieniec,50
Lodz,91-149,Grabieniec,147
Lodz,91-054,Graficzna,150
Lodz,91-342,Grudziadzka,33
Lodz,91-225,Gruntowa,192
Lodz,91-335,Grunwaldzka,149
Lodz,91-337,Grunwaldzka,177
Lodz,91-363,Gruszowa,223
Lodz,91-502,Goralska,36
Lodz,91-080,Gorna,166
Lodz,91-705,Gornicza,107
Lodz,91-765,Gornicza,93
Lodz,91-848,Gornicza,208
Lodz,91-457,Gesia,237
Lodz,91-474,Glogowa,163
Lodz,91-479,Glogowa,77
Lodz,91-734,Glowackiego Wojciecha,169
Lodz,91-318,Glucha,116
Lodz,91-710,Harcerska,232
Lodz,91-430,Harnama Szymona,112
Lodz,91-440,Harnama Szymona,208
Lodz,91-230,Hektarowa,221
Lodz,91-366,Helenowek,42
Lodz,91-498,Helinskiego Franciszka,27
Lodz,91-342,Helska,36
Lodz,91-604,Herbowa,228
Lodz,91-324,Hipoteczna,60
Lodz,91-335,Hipoteczna,192
Lodz,91-231,Hodowlana,59
Lodz,91-181,Holenderska,222
Lodz,91-867,Honorowa,15
Lodz,91-480,Hortensji,21
Lodz,91-848,Inflancka,191
Lodz,91-852,Inflancka,170
Lodz,91-857,Inflancka,98
Lodz,91-020,Inowroclawska,230
Lodz,91-033,Inowroclawska,110
Lodz,91-857,Irysowa,91
Lodz,91-160,Iwaszkiewicza Jaroslawa,55
Lodz,91-496,Jabloniowa,135
Lodz,91-362,Jagiellonska,225
Lodz,91-225,Jaglana,9
Lodz,91-120,Jagny,21
Lodz,91-504,Jagodowa,38
Lodz,91-357,Jagoszewskiego Mieczyslawa,99
Lodz,91-430,Jakuba,223
Lodz,91-605,Jakubowicza Wojciecha,77
Lodz,91-350,Jana,114
Lodz,91-534,Jana i Cecylii,85
Lodz,91-166,Janowskiego Aleksandra,127
Lodz,91-360,Jantarowa,249
Lodz,91-613,Jarowa,180
Lodz,91-486,Jarzebinowa,138
Lodz,91-480,Jaskrowa,26
Lodz,91-488,Jaskrowa,51
Lodz,91-512,Jaskolcza,226
Lodz,91-321,Jasna,35
Lodz,91-162,Jasne Blonie,102
Lodz,91-360,Jaspisowa,154
Lodz,91-503,Jastrzebia,232
Lodz,91-488,Jaworowa,137
Lodz,91-480,Jalowcowa,193
Lodz,91-488,Jasminowa,201
Lodz,91-176,Jazdzewskiego Konrada,4
Lodz,91-072,Jerzego,10
Lodz,91-363,Jesionowa,75
Lodz,91-158,Jezioranczykow,210
Lodz,91-605,Jezioranskiego Antoniego,213
Lodz,91-358,Jeziorna,214
Lodz,91-503,Jeza,208
Lodz,91-504,Jodowa,164
Lodz,91-487,Jodlowa,214
Lodz,91-830,Joselewicza Berka,150
Lodz,91-134,Judyma Tomasza,98
Lodz,91-473,Julianowska,89
Lodz,91-498,Julii,202
Lodz,91-204,Juliusza,89
Lodz,91-504,Kacza,143
Lodz,91-214,Kaczencowa,243
Lodz,91-188,Kaczmarskiego Jacka,18
Lodz,91-843,Kaletnicza,1
Lodz,91-348,Kalinowa,78
Lodz,91-427,Kaminskiego Aleksandra,116
Lodz,91-134,Kapitana Jaszowskiego Stanislawa,77
Lodz,91-071,Karskiego Jana,181
Lodz,91-336,Kartuska,227
Lodz,91-318,Karwinska,9
Lodz,91-478,Karlowicza Mieczyslawa,191
Lodz,91-498,Kaskadowa,20
Lodz,91-017,Kasprzaka Marcina,64
Lodz,91-078,Kasprzaka Marcina,67
Lodz,91-083,Kasprzaka Marcina,14
Lodz,91-487,Kasztanowa,98
Lodz,91-503,Kasztelanska,182
Lodz,91-865,Kasztelanska,131
Lodz,91-315,Kaszubska,146
Lodz,91-219,Kieratowa,127
Lodz,91-612,Kierpcowa,157
Lodz,91-421,Kilinskiego Jana,207
Lodz,91-117,Klaretynska,193
Lodz,91-521,Klasyczna,97
Lodz,91-510,Klasztorna,192
Lodz,91-615,Klimatyczna,93
Lodz,91-156,Klinowa,213
Lodz,91-036,Klonowa,109
Lodz,91-039,Klonowa,99
Lodz,91-347,Kniaziewicza Karola,197
Lodz,91-528,Kobaltowa,77
Lodz,91-612,Kobzowa,130
Lodz,91-469,Kochanowskiego Jana,83
Lodz,91-504,Kogucia,247
Lodz,91-601,Kogucia,20
Lodz,91-810,Kolektywna,57
Lodz,91-310,Kominiarska,37
Lodz,91-232,Kompostowa,64
Lodz,91-166,Komputerowa,232
Lodz,91-806,Komunardow,175
Lodz,91-493,Konarowa,37
Lodz,91-177,Kondka Waclawa,214
Lodz,91-604,Koniakowska,136
Lodz,91-356,Koniczynowa,112
Lodz,91-230,Konopna,34
Lodz,91-859,Konwaliowa,180
Lodz,91-202,Koprowa,13
Lodz,91-533,Korczynskiego Andrzeja,46
Lodz,91-493,Koronna,136
Lodz,91-521,Koryncka,120
Lodz,91-857,Korzenna,191
Lodz,91-167,Kosmiczna,40
Lodz,91-844,Koszykowa,221
Lodz,91-843,Kowalska,98
Lodz,91-233,Kozia,5
Lodz,91-046,Kolodziejska,119
Lodz,91-427,Kollataja Hugo,151
Lodz,91-437,Koscielna,76
Lodz,91-444,Koscielna,210
Lodz,91-605,Krajobrazowa,163
Lodz,91-221,Krajowa,22
Lodz,91-504,Krasnoludkow,170
Lodz,91-613,Kraterowa,225
Lodz,91-836,Krawiecka,120
Lodz,91-510,Krecia,103
Lodz,91-035,Krotoszynska,85
Lodz,91-042,Kruszwicka,144
Lodz,91-356,Kruszynowa,156
Lodz,91-219,Krynicka,53
Lodz,91-528,Krysztalowa,51
Lodz,91-867,Kryzysowa,80
Lodz,91-478,Krzewowa,39
Lodz,91-457,Krzyzowa,25
Lodz,91-058,Krotka,152
Lodz,91-528,Ksiazka Antoniego,176
Lodz,91-529,Ksiazka Antoniego,39
Lodz,91-603,Ksiazka Antoniego,92
Lodz,91-315,Ksiedza Brzoski,57
Lodz,91-321,Ksiedza Brzoski,38
Lodz,91-324,Ksiedza Brzoski,158
Lodz,91-347,Ksiedza Brzoski,79
Lodz,91-468,Ksiedza Konarskiego Stanislawa,129
Lodz,91-605,Ksiedza Wawrzyniaka Piotra,119
Lodz,91-725,Ksiedza Sciegiennego Piotra,103
Lodz,91-601,Ksiezycowa,65
Lodz,91-230,Kujawska,128
Lodz,91-512,Kuropatwia,189
Lodz,91-614,Kwarcowa,230
Lodz,91-102,Kwiatowa,192
Lodz,91-115,Kwiatowa,235
Lodz,91-334,Kwidzynska,181
Lodz,91-171,Kakolowa,96
Lodz,91-176,Kedry Wladyslawa,61
Lodz,91-609,Klodzka,148
Lodz,91-230,Klosowa,140
Lodz,91-165,Laserowa,2
Lodz,91-486,Laurowa,143
Lodz,91-364,Lawendowa,239
Lodz,91-230,Lechicka,42
Lodz,91-063,Legionow,123
Lodz,91-069,Legionow,46
Lodz,91-070,Legionow,197
Lodz,91-072,Legionow,117
Lodz,91-073,Legionow,10
Lodz,91-450,Lekarska,222
Lodz,91-486,Leszczynowa,57
Lodz,91-357,Lewa,29
Lodz,91-713,Libelta Karola,239
Lodz,91-864,Liliowa,104
Lodz,91-027,Limanowskiego Boleslawa,44
Lodz,91-028,Limanowskiego Boleslawa,36
Lodz,91-034,Limanowskiego Boleslawa,168
Lodz,91-038,Limanowskiego Boleslawa,231
Lodz,91-041,Limanowskiego Boleslawa,167
Lodz,91-042,Limanowskiego Boleslawa,126
Lodz,91-049,Limanowskiego Boleslawa,128
Lodz,91-052,Limanowskiego Boleslawa,97
Lodz,91-056,Limanowskiego Boleslawa,181
Lodz,91-059,Limanowskiego Boleslawa,101
Lodz,91-302,Limanowskiego Boleslawa,130
Lodz,91-309,Limanowskiego Boleslawa,87
Lodz,91-329,Limanowskiego Boleslawa,197
Lodz,91-334,Limanowskiego Boleslawa,139
Lodz,91-340,Limanowskiego Boleslawa,25
Lodz,91-120,Lipiec Reymontowskich,214
Lodz,91-226,Liryczna,110
Lodz,91-481,Litewska,96
Lodz,91-220,Lisciasta,231
Lodz,91-357,Lisciasta,102
Lodz,91-158,Lniana,214
Lodz,91-083,Lorentza Zygmunta,96
Lodz,91-403,Lubeckiego Franciszka,68
Lodz,91-203,Ludowa,169
Lodz,91-181,Luksemburska,218
Lodz,91-404,Lumumby Patrice,113
Lodz,91-728,Lumumby Patrice,104
Lodz,91-004,Lutomierska,37
Lodz,91-013,Lutomierska,175
Lodz,91-035,Lutomierska,247
Lodz,91-037,Lutomierska,134
Lodz,91-041,Lutomierska,166
Lodz,91-043,Lutomierska,129
Lodz,91-046,Lutomierska,200
Lodz,91-048,Lutomierska,213
Lodz,91-054,Lutomierska,3
Lodz,91-056,Lutomierska,221
Lodz,91-058,Lutomierska,158
Lodz,91-358,Macierzanki,169
Lodz,91-334,Mackiewicza Antoniego,73
Lodz,91-349,Mackiewicza Antoniego,19
Lodz,91-614,Magnoliowa,168
Lodz,91-163,Majewskiego Hilarego,235
Lodz,91-744,Majora Sucharskiego Henryka,226
Lodz,91-755,Majora Sucharskiego Henryka,247
Lodz,91-480,Makowa,188
Lodz,91-360,Malachitowa,242
Lodz,91-851,Malarska,125
Lodz,91-328,Malborska,7
Lodz,91-043,Malinowa,189
Lodz,91-474,Malwowa,39
Lodz,91-479,Malwowa,140
Lodz,91-470,Marcina,129
Lodz,91-157,Marciniaka Floriana,86
Lodz,91-505,Marczynskich Kazimiery i Jana,136
Lodz,91-610,Marmurowa,56
Lodz,91-803,Marynarska,139
Lodz,91-850,Marynarska,2
Lodz,91-802,Marysinska,106
